Rs,Qs,Ns
26671;sample population ,What percentage of Americans has a pet?,16
33524;say go with ,What percentage of Americans has a pet?,16
34682;,What percentage of Americans has a pet?,16
26671;,What percentage of Americans has a pet?,16
33524;36 ,What percentage of Americans has a pet?,16
34700;41 ,What percentage of Americans has a pet?,16
34700;compared with when? ,What was the inflation rate in the U.S. in March 2012?,11
31607;10 is way too high ,What was the inflation rate in the U.S. in March 2012?,11
33524;between 5-7 ,What was the inflation rate in the U.S. in March 2012?,11
29541;shoot i did ocr and this was def a number i had to memorize ,What was the inflation rate in the U.S. in March 2012?,11
29077;definitely below 5 ,What was the inflation rate in the U.S. in March 2012?,11
34691;compared with 2011 ,What was the inflation rate in the U.S. in March 2012?,11
34700;my college tuition went up 5ish % ,What was the inflation rate in the U.S. in March 2012?,11
34682;ok so its probably b etween 1 and 2.5 ,What was the inflation rate in the U.S. in March 2012?,11
33524;so 2.5 then? ,What was the inflation rate in the U.S. in March 2012?,11
34700;3 ,What was the inflation rate in the U.S. in March 2012?,11
31607;i seem to just remember 2.18 idk whyu ,What was the inflation rate in the U.S. in March 2012?,11
29077;i think 2.5 is a good estimate ,What was the inflation rate in the U.S. in March 2012?,11
34682;there are other factors besides inflation at play in college tutiion ,What was the inflation rate in the U.S. in March 2012?,11
34700;true ,What was the inflation rate in the U.S. in March 2012?,11
34559;i thought I just read an article a week ago saying it was 2% inscrease ,What was the inflation rate in the U.S. in March 2012?,11
33524;true that ,What was the inflation rate in the U.S. in March 2012?,11
29541;im pretty confident that its in the 2% range too ,What was the inflation rate in the U.S. in March 2012?,11
34682;1.8 ,What was the inflation rate in the U.S. in March 2012?,11
34700;so i went 3 instead of 5 ,What was the inflation rate in the U.S. in March 2012?,11
34682;i think lo,What was the inflation rate in the U.S. in March 2012?,11
26671;2% sold!,What was the inflation rate in the U.S. in March 2012?,11
31607;,What was the inflation rate in the U.S. in March 2012?,11
33524;,What was the inflation rate in the U.S. in March 2012?,11
29541;,What was the inflation rate in the U.S. in March 2012?,11
27503;,What was the inflation rate in the U.S. in March 2012?,11
33524;2 ,What was the inflation rate in the U.S. in March 2012?,11
34691;2% range ,What was the inflation rate in the U.S. in March 2012?,11
34700;3 ,What was the inflation rate in the U.S. in March 2012?,11
33524;2 ,What was the inflation rate in the U.S. in March 2012?,11
31607;im sticking with 2.18 ,What was the inflation rate in the U.S. in March 2012?,11
34682;imagine if everything went up 5% at once ,What was the inflation rate in the U.S. in March 2012?,11
34682;or over a year ,What was the inflation rate in the U.S. in March 2012?,11
26671;2.,What was the inflation rate in the U.S. in March 2012?,11
29541;no no 2% ish we can go with the 2.18 ,What was the inflation rate in the U.S. in March 2012?,11
33524;,What was the inflation rate in the U.S. in March 2012?,11
34691;yeah that's too high ,What was the inflation rate in the U.S. in March 2012?,11
31607;,What was the inflation rate in the U.S. in March 2012?,11
34559;definitely lower than 5 i think it's 2 ,What was the inflation rate in the U.S. in March 2012?,11
34682;ehhmaybe not so crazy ,What was the inflation rate in the U.S. in March 2012?,11
34682;ok its def under 20 ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
29541;15 seems like the average ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
33524;any idea about the % of low income families? ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
34700;poverty line is 13000 ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
34700;how many people live under that? ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
34682;its not asking about % low income families though! ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
34700;individuals* ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
33524;no just to make an estimate ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
29077;no but they give a good starting estimate ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
29541;30% i think?  ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
34682;nope ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
34682;,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
29077;i think ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
29541;,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
26671;,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
27503;,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
26671;its 30 ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
29077;i think 30 is too high ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
34682;15-17 ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
33524;30 is too high imho ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
34700;average is high teens low 20s ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
34700;19? ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
33524;15-20 ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
29541;not for those that didnt pay but  ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
29077;15-20 ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
34691;30 seems high ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
34559;i think about 20 ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
34682;17.5 boo ya ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
34700;19-20 ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
34682;,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
34682;70 ,What percentage of the people in the U.S. is Catholic?,14
34682;??? ,What percentage of the people in the U.S. is Catholic?,14
34682;what ,What percentage of the people in the U.S. is Catholic?,14
34700;70 is tooo high ,What percentage of the people in the U.S. is Catholic?,14
33524;70 ,What percentage of the people in the U.S. is Catholic?,14
29541;20-30 ,What percentage of the people in the U.S. is Catholic?,14
26671;lets stick to 20 and move on ,What percentage of the people in the U.S. is Catholic?,14
29541;catholic ,What percentage of the people in the U.S. is Catholic?,14
29077;definitely not that high. catholic does not mean christian ,What percentage of the people in the U.S. is Catholic?,14
33524;no..a majority of america is catholic ,What percentage of the people in the U.S. is Catholic?,14
29541;not anglo saxon protestant ,What percentage of the people in the U.S. is Catholic?,14
29077;most are christian ,What percentage of the people in the U.S. is Catholic?,14
34559;a majority is not catholic? ,What percentage of the people in the U.S. is Catholic?,14
34682;remember that a lot of latinos are catholic ,What percentage of the people in the U.S. is Catholic?,14
29541;catholic is smaller ,What percentage of the people in the U.S. is Catholic?,14
34700;much smaller ,What percentage of the people in the U.S. is Catholic?,14
"34691;yeah most are christian, but catholics are a minority ",What percentage of the people in the U.S. is Catholic?,14
29541;still catholic is smaller ,What percentage of the people in the U.S. is Catholic?,14
33524;a majority of christians are catholic ,What percentage of the people in the U.S. is Catholic?,14
34700;so 19? ,What percentage of the people in the U.S. is Catholic?,14
34559;most christians are not catholic ,What percentage of the people in the U.S. is Catholic?,14
29541;id estimate 20 ,What percentage of the people in the U.S. is Catholic?,14
34682;no thats a lie ,What percentage of the people in the U.S. is Catholic?,14
34682;not in america ,What percentage of the people in the U.S. is Catholic?,14
34700;no they are not ,What percentage of the people in the U.S. is Catholic?,14
